qa_id,question,reference_answer,gold_citation,parent_id,parent_mapping_status,review_priority,top_score,score_margin,candidate_child_ids,candidate_citations,candidate_scores,top_evidence_preview,review_decision,gold_child_ids,answer_support,review_notes
QA_0043,What must an organization do if it identifies an aviation safety risk?,"If an organization identifies an actual or potential aviation safety risk, it must transmit the preliminary results of the analysis and any action to be taken to the competent authority or the Agency, depending on its certification status, within 30 days.","Article 13, paragraphs 4 and 5",EU_376_2014_ART_13,auto_mapped,high,0.332721,0.011629,EU_376_2014_ART_13__C0007;EU_376_2014_ART_13__C0012;EU_376_2014_ART_13__C0018;EU_376_2014_ART_13__C0003;EU_376_2014_ART_13__C0024,Article 13(4);Article 13(5);Article 13(7);Article 13(2);Article 13(10),0.332721;0.321092;0.254507;0.225873;0.202594,4.Where an organisation established in a Member State which is not covered by paragraph 5 identifies an actual or potential aviation safety risk as a result of its analysis of occurrences or group of occurrences reported pursuant to Article,,,,
QA_0044,What entities are required to participate in the exchange and analysis of information in the European Central Repository?,"The Commission, the Agency, and the competent authorities of the Member States shall, in collaboration, participate regularly in the exchange and analysis of information contained in the European Central Repository.",Article 14(1),EU_376_2014_ART_14,auto_mapped,low,0.777662,0.527347,EU_376_2014_ART_14__C0001;EU_376_2014_ART_14__C0003;EU_376_2014_ART_14__C0006;EU_376_2014_ART_14__C0002;EU_376_2014_ART_14__C0004,Article 14(1);Article 14(2);Article 14(4);Article 14(1);Article 14(2),0.777662;0.250315;0.172726;0.15;0.131204,"1.The Commission, the Agency and the competent authorities of the Member States shall, in collaboration, participate regularly in the exchange and analysis of information contained in the European Central Repository.",,,,
QA_0045,What is the purpose of the network of aviation safety analysts?,"The network of aviation safety analysts shall contribute to the improvement of aviation safety in the Union, in particular by performing safety analysis in support of the European Aviation Safety Programme and the European Aviation Safety Plan.",Article 14(2),EU_376_2014_ART_14,auto_mapped,low,0.89658,0.52529,EU_376_2014_ART_14__C0004;EU_376_2014_ART_14__C0003;EU_376_2014_ART_14__C0005;EU_376_2014_ART_14__C0006;EU_376_2014_ART_14__C0001,Article 14(2);Article 14(2);Article 14(3);Article 14(4);Article 14(1),0.89658;0.37129;0.273862;0.103164;0.094875,"The network of aviation safety analysts shall contribute to the improvement of aviation safety in the Union, in particular by performing safety analysis in support of the European Aviation Safety Programme and the European Aviation Safety P",,,,
QA_0046,What role does the Agency have in relation to the network of aviation safety analysts?,"The Agency shall support the activities of the network of aviation safety analysts by, for example, providing assistance for the preparation and organisation of the meetings of the network.",Article 14(3),EU_376_2014_ART_14,auto_mapped,low,0.775571,0.440608,EU_376_2014_ART_14__C0005;EU_376_2014_ART_14__C0004;EU_376_2014_ART_14__C0003;EU_376_2014_ART_14__C0006;EU_376_2014_ART_14__C0001,Article 14(3);Article 14(2);Article 14(2);Article 14(4);Article 14(1),0.775571;0.334963;0.287706;0.114243;0.081892,"3.The Agency shall support the activities of the network of aviation safety analysts by, for example, providing assistance for the preparation and organisation of the meetings of the network.",,,,
QA_0047,What measures must Member States and organisations take regarding the confidentiality of occurrence details?,"Member States and organisations, in accordance with their national law, and the Agency shall take the necessary measures to ensure the appropriate confidentiality of the details of occurrences received by them. This is mandated by Article 15(1).",Article 15(1),EU_376_2014_ART_15,auto_mapped,low,0.709403,0.39457,EU_376_2014_ART_15__C0001;EU_376_2014_ART_15__C0002;EU_376_2014_ART_15__C0004;EU_376_2014_ART_15__C0007;EU_376_2014_ART_15__C0010,Article 15(1);Article 15(1);Article 15(2);Article 15(3);Article 15(4),0.709403;0.314833;0.220209;0.158966;0.152814,"1.Member States and organisations, in accordance with their national law, and the Agency shall take the necessary measures to ensure the appropriate confidentiality of the details of occurrences received by them pursuant to Articles 4, 5 an",,,,
QA_0048,For what purposes can information derived from occurrence reports be used?,"Information derived from occurrence reports shall be used only for the purpose for which it has been collected, specifically for the maintenance or improvement of aviation safety. This is outlined in Article 15(2).",Article 15(2),EU_376_2014_ART_15,auto_mapped,low,0.621765,0.332528,EU_376_2014_ART_15__C0003;EU_376_2014_ART_15__C0006;EU_376_2014_ART_15__C0004;EU_376_2014_ART_15__C0009;EU_376_2014_ART_15__C0010,Article 15(2);Article 15(2)(b);Article 15(2);Article 15(3)(b);Article 15(4),0.621765;0.289237;0.236388;0.171706;0.117088,"2.Without prejudice to the provisions relating to the protection of safety information in Articles 12, 14 and 15 of Regulation (EU) No 996/2010, information derived from occurrence reports shall be used only for the purpose for which it has",,,,
QA_0049,What is the responsibility of Member States regarding cooperation between competent authorities?,"Member States shall ensure that their competent authorities cooperate with each other through advance administrative arrangements. These arrangements aim to balance the proper administration of justice and the continued availability of safety information, as stated in Article 15(4).",Article 15(4),EU_376_2014_ART_15,auto_mapped,low,0.7985,0.582693,EU_376_2014_ART_15__C0010;EU_376_2014_ART_15__C0007;EU_376_2014_ART_15__C0001;EU_376_2014_ART_15__C0004;EU_376_2014_ART_15__C0002,Article 15(4);Article 15(3);Article 15(1);Article 15(2);Article 15(1),0.7985;0.215807;0.137968;0.137389;0.110401,4.Member States shall ensure that their competent authorities referred to in Article 6(3) and their competent authorities for the administration of justice cooperate with each other through advance administrative arrangements. These advance,,,,
QA_0050,What is included in the definition of 'personal details' according to Article 16?,'Personal details' includes in particular names or addresses of natural persons.,Article 16(1),EU_376_2014_ART_16,auto_mapped,low,0.710639,0.510772,EU_376_2014_ART_16__C0001;EU_376_2014_ART_16__C0002;EU_376_2014_ART_16__C0005;EU_376_2014_ART_16__C0004;EU_376_2014_ART_16__C0024,Article 16(1);Article 16(2);Article 16(4);Article 16(3);Article 16(13),0.710639;0.199867;0.152716;0.150736;0.14711,"1.For the purposes of this Article, ‘personal details’ includes in particular names or addresses of natural persons.",,,,
QA_0051,What obligation do Member States have regarding personal details in the national database?,Each Member State shall ensure that no personal details are ever recorded in the national database referred to in Article 6(6). Disidentified information shall be made available to all relevant parties.,Article 16(3),EU_376_2014_ART_16,auto_mapped,low,0.772606,0.278463,EU_376_2014_ART_16__C0004;EU_376_2014_ART_16__C0005;EU_376_2014_ART_16__C0002;EU_376_2014_ART_16__C0024;EU_376_2014_ART_16__C0021,Article 16(3);Article 16(4);Article 16(2);Article 16(13);Article 16(12),0.772606;0.494143;0.320193;0.193447;0.176389,"3.Each Member State shall ensure that no personal details are ever recorded in the national database referred to in Article 6(6). Such disidentified information shall be made available to all relevant parties, for example to allow them to d",,,,
QA_0052,Under what circumstances may Member States refrain from instituting proceedings for inadvertent infringements?,Member States shall refrain from instituting proceedings in respect of unpremeditated or inadvertent infringements of the law which come to their attention only because they have been reported pursuant to Articles 4 and 5.,Article 16(6),EU_376_2014_ART_16,auto_mapped,low,0.776665,0.454231,EU_376_2014_ART_16__C0007;EU_376_2014_ART_16__C0008;EU_376_2014_ART_16__C0013;EU_376_2014_ART_16__C0006;EU_376_2014_ART_16__C0022,Article 16(6);Article 16(6);Article 16(7)(b);Article 16(5);Article 16(12),0.776665;0.322434;0.1977;0.139035;0.118372,"6.Without prejudice to applicable national criminal law, Member States shall refrain from instituting proceedings in respect of unpremeditated or inadvertent infringements of the law which come to their attention only because they have been",,,,
QA_0053,What is the Commission empowered to do according to Article 17?,"The Commission is empowered to adopt delegated acts to update the list of mandatory data fields in occurrence reports, update the request for European Central Repository information form, and align any of the Annexes with ECCAIRS software and ADREP taxonomy.",Article 17,EU_376_2014_ART_17,auto_mapped,high,0.373596,0.035994,EU_376_2014_ART_17__C0001;EU_376_2014_ART_17__C0004;EU_376_2014_ART_17__C0003;EU_376_2014_ART_17__C0002;EU_376_2014_ART_17__C0005,Article 17;Article 17(a)(b)(c);Article 17(a)(b);Article 17(a);Article 17(a)(b)(c),0.373596;0.337602;0.308532;0.293467;0.242303,The Commission shall be empowered to adopt delegated acts in accordance with Article 18 in order to:,,,,
QA_0054,Who shall provide the Commission with appropriate opinions for updating the list of mandatory fields?,The Agency and the network of aviation safety analysts referred to in Article 14(2) shall provide the Commission with appropriate opinion(s).,Article 17,EU_376_2014_ART_17,auto_mapped,medium,0.800808,0.503362,EU_376_2014_ART_17__C0005;EU_376_2014_ART_17__C0001;EU_376_2014_ART_17__C0002;EU_376_2014_ART_17__C0003;EU_376_2014_ART_17__C0004,Article 17(a)(b)(c);Article 17;Article 17(a);Article 17(a)(b);Article 17(a)(b)(c),0.800808;0.297446;0.263164;0.09;0.09,"With a view to updating the list of mandatory fields, the Agency and the network of aviation safety analysts referred to in Article 14(2) shall provide the Commission with appropriate opinion(s).",,,,
QA_0055,What is the purpose of updating the list of mandatory data fields in occurrence reports?,The purpose is to improve aviation safety based on experience gained in the application of this Regulation.,Article 17,EU_376_2014_ART_17,auto_mapped,medium,0.688493,0.313246,EU_376_2014_ART_17__C0002;EU_376_2014_ART_17__C0005;EU_376_2014_ART_17__C0003;EU_376_2014_ART_17__C0001;EU_376_2014_ART_17__C0004,Article 17(a);Article 17(a)(b)(c);Article 17(a)(b);Article 17;Article 17(a)(b)(c),0.688493;0.375247;0.188727;0.15;0.09,"(a)update the list of mandatory data fields in occurrence reports laid down in Annex I where, in the light of experience gained in the application of this Regulation, changes prove necessary in order to improve aviation safety;",,,,
QA_0056,What is the duration of the power conferred on the Commission to adopt delegated acts?,The power to adopt delegated acts is conferred on the Commission for a period of five years from the entry into force of this Regulation. This period may be tacitly extended unless opposed by the European Parliament or the Council.,Article 18(2),EU_376_2014_ART_18,auto_mapped,low,0.72222,0.446395,EU_376_2014_ART_18__C0002;EU_376_2014_ART_18__C0005;EU_376_2014_ART_18__C0001;EU_376_2014_ART_18__C0003;EU_376_2014_ART_18__C0004,Article 18(2);Article 18(5);Article 18(1);Article 18(3);Article 18(4),0.72222;0.275825;0.257294;0.235785;0.187998,2.The power to adopt delegated acts referred to in Article 7(6) and Article 17 shall be conferred on the Commission for a period of five years from the entry into force of this Regulation. The Commission shall draw up a report in respect of,,,,
QA_0057,What happens if the European Parliament or the Council opposes the extension of the delegated power?,"If the European Parliament or the Council opposes the extension, it must do so not later than three months before the end of each period. This opposition prevents the tacit extension of the delegated power.",Article 18(2),EU_376_2014_ART_18,auto_mapped,low,0.55106,0.217336,EU_376_2014_ART_18__C0002;EU_376_2014_ART_18__C0005;EU_376_2014_ART_18__C0003;EU_376_2014_ART_18__C0004;EU_376_2014_ART_18__C0001,Article 18(2);Article 18(5);Article 18(3);Article 18(4);Article 18(1),0.55106;0.333724;0.239805;0.153545;0.076773,2.The power to adopt delegated acts referred to in Article 7(6) and Article 17 shall be conferred on the Commission for a period of five years from the entry into force of this Regulation. The Commission shall draw up a report in respect of,,,,
